date,store_id,sku_id,category,forecast_demand
2026-02-13,ST001,SKU0004,SNACKS,8.903225806451612
2026-02-14,ST001,SKU0004,SNACKS,7.033333333333333
2026-02-15,ST001,SKU0004,SNACKS,7.7
2026-02-16,ST001,SKU0004,SNACKS,6.7
2026-02-17,ST001,SKU0004,SNACKS,7.366666666666666
2026-02-18,ST001,SKU0004,SNACKS,7.0
2026-02-19,ST001,SKU0004,SNACKS,9.266666666666667
2026-02-20,ST001,SKU0004,SNACKS,8.903225806451612
2026-02-21,ST001,SKU0004,SNACKS,7.033333333333333
2026-02-22,ST001,SKU0004,SNACKS,7.7
2026-02-23,ST001,SKU0004,SNACKS,6.7
2026-02-24,ST001,SKU0004,SNACKS,7.366666666666666
2026-02-25,ST001,SKU0004,SNACKS,7.0
2026-02-26,ST001,SKU0004,SNACKS,9.266666666666667
2026-02-27,ST001,SKU0004,SNACKS,8.903225806451612
2026-01-31,ST001,SKU0005,BEVERAGES,6.633333333333334
2026-02-01,ST001,SKU0005,BEVERAGES,7.3
2026-02-02,ST001,SKU0005,BEVERAGES,6.866666666666666
2026-02-03,ST001,SKU0005,BEVERAGES,6.266666666666667
2026-02-04,ST001,SKU0005,BEVERAGES,6.096774193548387
2026-02-05,ST001,SKU0005,BEVERAGES,6.4
2026-02-06,ST001,SKU0005,BEVERAGES,5.709677419354839
2026-02-07,ST001,SKU0005,BEVERAGES,6.633333333333334
2026-02-08,ST001,SKU0005,BEVERAGES,7.3
2026-02-09,ST001,SKU0005,BEVERAGES,6.866666666666666
2026-02-10,ST001,SKU0005,BEVERAGES,6.266666666666667
2026-02-11,ST001,SKU0005,BEVERAGES,6.096774193548387
2026-02-12,ST001,SKU0005,BEVERAGES,6.4
2026-02-13,ST001,SKU0005,BEVERAGES,5.709677419354839
2026-02-14,ST001,SKU0005,BEVERAGES,6.633333333333334
2026-02-15,ST001,SKU0005,BEVERAGES,7.3
2026-02-16,ST001,SKU0005,BEVERAGES,6.866666666666666
2026-02-17,ST001,SKU0005,BEVERAGES,6.266666666666667
2026-02-18,ST001,SKU0005,BEVERAGES,6.096774193548387
2026-02-19,ST001,SKU0005,BEVERAGES,6.4
2026-02-20,ST001,SKU0005,BEVERAGES,5.709677419354839
2026-02-21,ST001,SKU0005,BEVERAGES,6.633333333333334
2026-02-22,ST001,SKU0005,BEVERAGES,7.3
2026-02-23,ST001,SKU0005,BEVERAGES,6.866666666666666
2026-02-24,ST001,SKU0005,BEVERAGES,6.266666666666667
2026-02-25,ST001,SKU0005,BEVERAGES,6.096774193548387
2026-02-26,ST001,SKU0005,BEVERAGES,6.4
2026-02-27,ST001,SKU0005,BEVERAGES,5.709677419354839
2026-01-31,ST001,SKU0006,DAIRY,9.166666666666666
2026-02-01,ST001,SKU0006,DAIRY,10.4
2026-02-02,ST001,SKU0006,DAIRY,8.933333333333334
2026-02-03,ST001,SKU0006,DAIRY,9.1
2026-02-04,ST001,SKU0006,DAIRY,9.966666666666667
2026-02-05,ST001,SKU0006,DAIRY,9.366666666666667
2026-02-06,ST001,SKU0006,DAIRY,8.419354838709678
2026-02-07,ST001,SKU0006,DAIRY,9.166666666666666
2026-02-08,ST001,SKU0006,DAIRY,10.4
2026-02-09,ST001,SKU0006,DAIRY,8.933333333333334
2026-02-10,ST001,SKU0006,DAIRY,9.1
2026-02-11,ST001,SKU0006,DAIRY,9.966666666666667
2026-02-12,ST001,SKU0006,DAIRY,9.366666666666667
2026-02-13,ST001,SKU0006,DAIRY,8.419354838709678
2026-02-14,ST001,SKU0006,DAIRY,9.166666666666666
2026-02-15,ST001,SKU0006,DAIRY,10.4
2026-02-16,ST001,SKU0006,DAIRY,8.933333333333334
2026-02-17,ST001,SKU0006,DAIRY,9.1
2026-02-18,ST001,SKU0006,DAIRY,9.966666666666667
2026-02-19,ST001,SKU0006,DAIRY,9.366666666666667
2026-02-20,ST001,SKU0006,DAIRY,8.419354838709678
2026-02-21,ST001,SKU0006,DAIRY,9.166666666666666
2026-02-22,ST001,SKU0006,DAIRY,10.4
2026-02-23,ST001,SKU0006,DAIRY,8.933333333333334
2026-02-24,ST001,SKU0006,DAIRY,9.1
2026-02-25,ST001,SKU0006,DAIRY,9.966666666666667
2026-02-26,ST001,SKU0006,DAIRY,9.366666666666667
2026-02-27,ST001,SKU0006,DAIRY,8.419354838709678
2026-01-31,ST001,SKU0007,DAIRY,10.9
2026-02-01,ST001,SKU0007,DAIRY,10.266666666666667
2026-02-02,ST001,SKU0007,DAIRY,8.6
2026-02-03,ST001,SKU0007,DAIRY,8.066666666666666
2026-02-04,ST001,SKU0007,DAIRY,9.7
2026-02-05,ST001,SKU0007,DAIRY,8.966666666666667
2026-02-06,ST001,SKU0007,DAIRY,12.290322580645162
2026-02-07,ST001,SKU0007,DAIRY,10.9
2026-02-08,ST001,SKU0007,DAIRY,10.266666666666667
2026-02-09,ST001,SKU0007,DAIRY,8.6
2026-02-10,ST001,SKU0007,DAIRY,8.066666666666666
2026-02-11,ST001,SKU0007,DAIRY,9.7
2026-02-12,ST001,SKU0007,DAIRY,8.966666666666667
2026-02-13,ST001,SKU0007,DAIRY,12.290322580645162
2026-02-14,ST001,SKU0007,DAIRY,10.9
2026-02-15,ST001,SKU0007,DAIRY,10.266666666666667
2026-02-16,ST001,SKU0007,DAIRY,8.6
2026-02-17,ST001,SKU0007,DAIRY,8.066666666666666
2026-02-18,ST001,SKU0007,DAIRY,9.7
2026-02-19,ST001,SKU0007,DAIRY,8.966666666666667
2026-02-20,ST001,SKU0007,DAIRY,12.290322580645162
2026-02-21,ST001,SKU0007,DAIRY,10.9
2026-02-22,ST001,SKU0007,DAIRY,10.266666666666667
2026-02-23,ST001,SKU0007,DAIRY,8.6
2026-02-24,ST001,SKU0007,DAIRY,8.066666666666666
2026-02-25,ST001,SKU0007,DAIRY,9.7
2026-02-26,ST001,SKU0007,DAIRY,8.966666666666667
2026-02-27,ST001,SKU0007,DAIRY,12.290322580645162
2026-01-31,ST001,SKU0008,BEVERAGES,7.533333333333333
2026-02-01,ST001,SKU0008,BEVERAGES,6.366666666666666
2026-02-02,ST001,SKU0008,BEVERAGES,6.290322580645161
2026-02-03,ST001,SKU0008,BEVERAGES,6.6
2026-02-04,ST001,SKU0008,BEVERAGES,5.766666666666667
2026-02-05,ST001,SKU0008,BEVERAGES,7.4
2026-02-06,ST001,SKU0008,BEVERAGES,7.419354838709677
2026-02-07,ST001,SKU0008,BEVERAGES,7.533333333333333
2026-02-08,ST001,SKU0008,BEVERAGES,6.366666666666666
2026-02-09,ST001,SKU0008,BEVERAGES,6.290322580645161
2026-02-10,ST001,SKU0008,BEVERAGES,6.6
2026-02-11,ST001,SKU0008,BEVERAGES,5.766666666666667
2026-02-12,ST001,SKU0008,BEVERAGES,7.4
2026-02-13,ST001,SKU0008,BEVERAGES,7.419354838709677
2026-02-14,ST001,SKU0008,BEVERAGES,7.533333333333333
2026-02-15,ST001,SKU0008,BEVERAGES,6.366666666666666
2026-02-16,ST001,SKU0008,BEVERAGES,6.290322580645161
2026-02-17,ST001,SKU0008,BEVERAGES,6.6
2026-02-18,ST001,SKU0008,BEVERAGES,5.766666666666667
2026-02-19,ST001,SKU0008,BEVERAGES,7.4
2026-02-20,ST001,SKU0008,BEVERAGES,7.419354838709677
2026-02-21,ST001,SKU0008,BEVERAGES,7.533333333333333
2026-02-22,ST001,SKU0008,BEVERAGES,6.366666666666666
2026-02-23,ST001,SKU0008,BEVERAGES,6.290322580645161
2026-02-24,ST001,SKU0008,BEVERAGES,6.6
2026-02-25,ST001,SKU0008,BEVERAGES,5.766666666666667
2026-02-26,ST001,SKU0008,BEVERAGES,7.4
2026-02-27,ST001,SKU0008,BEVERAGES,7.419354838709677
2026-01-31,ST001,SKU0009,HOMECARE,3.7666666666666666
2026-02-01,ST001,SKU0009,HOMECARE,3.5806451612903225
2026-02-02,ST001,SKU0009,HOMECARE,3.3
2026-02-03,ST001,SKU0009,HOMECARE,3.033333333333333
2026-02-04,ST001,SKU0009,HOMECARE,2.5
2026-02-05,ST001,SKU0009,HOMECARE,3.566666666666667
2026-02-06,ST001,SKU0009,HOMECARE,3.096774193548387
2026-02-07,ST001,SKU0009,HOMECARE,3.7666666666666666
2026-02-08,ST001,SKU0009,HOMECARE,3.5806451612903225
2026-02-09,ST001,SKU0009,HOMECARE,3.3
2026-02-10,ST001,SKU0009,HOMECARE,3.033333333333333
2026-02-11,ST001,SKU0009,HOMECARE,2.5
2026-02-12,ST001,SKU0009,HOMECARE,3.566666666666667
2026-02-13,ST001,SKU0009,HOMECARE,3.096774193548387
2026-02-14,ST001,SKU0009,HOMECARE,3.7666666666666666
2026-02-15,ST001,SKU0009,HOMECARE,3.5806451612903225
2026-02-16,ST001,SKU0009,HOMECARE,3.3
2026-02-17,ST001,SKU0009,HOMECARE,3.033333333333333
2026-02-18,ST001,SKU0009,HOMECARE,2.5
2026-02-19,ST001,SKU0009,HOMECARE,3.566666666666667
2026-02-20,ST001,SKU0009,HOMECARE,3.096774193548387
2026-02-21,ST001,SKU0009,HOMECARE,3.7666666666666666
2026-02-22,ST001,SKU0009,HOMECARE,3.5806451612903225
2026-02-23,ST001,SKU0009,HOMECARE,3.3
2026-02-24,ST001,SKU0009,HOMECARE,3.033333333333333
2026-02-25,ST001,SKU0009,HOMECARE,2.5
2026-02-26,ST001,SKU0009,HOMECARE,3.566666666666667
2026-02-27,ST001,SKU0009,HOMECARE,3.096774193548387
2026-01-31,ST001,SKU0010,HOMECARE,3.533333333333333
2026-02-01,ST001,SKU0010,HOMECARE,4.2
2026-02-02,ST001,SKU0010,HOMECARE,3.1333333333333333
2026-02-03,ST001,SKU0010,HOMECARE,3.033333333333333
2026-02-04,ST001,SKU0010,HOMECARE,3.5
2026-02-05,ST001,SKU0010,HOMECARE,2.3
2026-02-06,ST001,SKU0010,HOMECARE,3.064516129032258
2026-02-07,ST001,SKU0010,HOMECARE,3.533333333333333
2026-02-08,ST001,SKU0010,HOMECARE,4.2
2026-02-09,ST001,SKU0010,HOMECARE,3.1333333333333333
2026-02-10,ST001,SKU0010,HOMECARE,3.033333333333333
2026-02-11,ST001,SKU0010,HOMECARE,3.5
2026-02-12,ST001,SKU0010,HOMECARE,2.3
2026-02-13,ST001,SKU0010,HOMECARE,3.064516129032258
2026-02-14,ST001,SKU0010,HOMECARE,3.533333333333333
2026-02-15,ST001,SKU0010,HOMECARE,4.2
2026-02-16,ST001,SKU0010,HOMECARE,3.1333333333333333
2026-02-17,ST001,SKU0010,HOMECARE,3.033333333333333
2026-02-18,ST001,SKU0010,HOMECARE,3.5
2026-02-19,ST001,SKU0010,HOMECARE,2.3
2026-02-20,ST001,SKU0010,HOMECARE,3.064516129032258
2026-02-21,ST001,SKU0010,HOMECARE,3.533333333333333
2026-02-22,ST001,SKU0010,HOMECARE,4.2
2026-02-23,ST001,SKU0010,HOMECARE,3.1333333333333333
2026-02-24,ST001,SKU0010,HOMECARE,3.033333333333333
2026-02-25,ST001,SKU0010,HOMECARE,3.5
2026-02-26,ST001,SKU0010,HOMECARE,2.3
2026-02-27,ST001,SKU0010,HOMECARE,3.064516129032258
2026-01-31,ST001,SKU0011,BEVERAGES,6.8
2026-02-01,ST001,SKU0011,BEVERAGES,8.5
2026-02-02,ST001,SKU0011,BEVERAGES,5.966666666666667
2026-02-03,ST001,SKU0011,BEVERAGES,5.612903225806452
2026-02-04,ST001,SKU0011,BEVERAGES,7.566666666666666
2026-02-05,ST001,SKU0011,BEVERAGES,8.0
2026-02-06,ST001,SKU0011,BEVERAGES,5.967741935483871
2026-02-07,ST001,SKU0011,BEVERAGES,6.8
2026-02-08,ST001,SKU0011,BEVERAGES,8.5
2026-02-09,ST001,SKU0011,BEVERAGES,5.966666666666667
2026-02-10,ST001,SKU0011,BEVERAGES,5.612903225806452
2026-02-11,ST001,SKU0011,BEVERAGES,7.566666666666666
2026-02-12,ST001,SKU0011,BEVERAGES,8.0
2026-02-13,ST001,SKU0011,BEVERAGES,5.967741935483871
2026-02-14,ST001,SKU0011,BEVERAGES,6.8
2026-02-15,ST001,SKU0011,BEVERAGES,8.5
2026-02-16,ST001,SKU0011,BEVERAGES,5.966666666666667
2026-02-17,ST001,SKU0011,BEVERAGES,5.612903225806452
2026-02-18,ST001,SKU0011,BEVERAGES,7.566666666666666
2026-02-19,ST001,SKU0011,BEVERAGES,8.0
2026-02-20,ST001,SKU0011,BEVERAGES,5.967741935483871
2026-02-21,ST001,SKU0011,BEVERAGES,6.8
2026-02-22,ST001,SKU0011,BEVERAGES,8.5
2026-02-23,ST001,SKU0011,BEVERAGES,5.966666666666667
2026-02-24,ST001,SKU0011,BEVERAGES,5.612903225806452
2026-02-25,ST001,SKU0011,BEVERAGES,7.566666666666666
2026-02-26,ST001,SKU0011,BEVERAGES,8.0
2026-02-27,ST001,SKU0011,BEVERAGES,5.967741935483871
2026-01-31,ST001,SKU0012,DAIRY,10.6
2026-02-01,ST001,SKU0012,DAIRY,8.806451612903226
2026-02-02,ST001,SKU0012,DAIRY,8.866666666666667
2026-02-03,ST001,SKU0012,DAIRY,8.7
2026-02-04,ST001,SKU0012,DAIRY,7.666666666666667
2026-02-05,ST001,SKU0012,DAIRY,10.7
2026-02-06,ST001,SKU0012,DAIRY,7.903225806451613
2026-02-07,ST001,SKU0012,DAIRY,10.6
2026-02-08,ST001,SKU0012,DAIRY,8.806451612903226
2026-02-09,ST001,SKU0012,DAIRY,8.866666666666667
2026-02-10,ST001,SKU0012,DAIRY,8.7
2026-02-11,ST001,SKU0012,DAIRY,7.666666666666667
2026-02-12,ST001,SKU0012,DAIRY,10.7
2026-02-13,ST001,SKU0012,DAIRY,7.903225806451613
2026-02-14,ST001,SKU0012,DAIRY,10.6
2026-02-15,ST001,SKU0012,DAIRY,8.806451612903226
2026-02-16,ST001,SKU0012,DAIRY,8.866666666666667
2026-02-17,ST001,SKU0012,DAIRY,8.7
2026-02-18,ST001,SKU0012,DAIRY,7.666666666666667
2026-02-19,ST001,SKU0012,DAIRY,10.7
2026-02-20,ST001,SKU0012,DAIRY,7.903225806451613
2026-02-21,ST001,SKU0012,DAIRY,10.6
2026-02-22,ST001,SKU0012,DAIRY,8.806451612903226
2026-02-23,ST001,SKU0012,DAIRY,8.866666666666667
2026-02-24,ST001,SKU0012,DAIRY,8.7
2026-02-25,ST001,SKU0012,DAIRY,7.666666666666667
2026-02-26,ST001,SKU0012,DAIRY,10.7
2026-02-27,ST001,SKU0012,DAIRY,7.903225806451613
2026-01-31,ST001,SKU0013,BEVERAGES,8.233333333333333
2026-02-01,ST001,SKU0013,BEVERAGES,7.466666666666667
2026-02-02,ST001,SKU0013,BEVERAGES,5.566666666666666
2026-02-03,ST001,SKU0013,BEVERAGES,6.633333333333334
2026-02-04,ST001,SKU0013,BEVERAGES,6.366666666666666
2026-02-05,ST001,SKU0013,BEVERAGES,6.366666666666666
2026-02-06,ST001,SKU0013,BEVERAGES,7.612903225806452
2026-02-07,ST001,SKU0013,BEVERAGES,8.233333333333333
2026-02-08,ST001,SKU0013,BEVERAGES,7.466666666666667
2026-02-09,ST001,SKU0013,BEVERAGES,5.566666666666666
2026-02-10,ST001,SKU0013,BEVERAGES,6.633333333333334
2026-02-11,ST001,SKU0013,BEVERAGES,6.366666666666666
2026-02-12,ST001,SKU0013,BEVERAGES,6.366666666666666
2026-02-13,ST001,SKU0013,BEVERAGES,7.612903225806452
2026-02-14,ST001,SKU0013,BEVERAGES,8.233333333333333
2026-02-15,ST001,SKU0013,BEVERAGES,7.466666666666667
2026-02-16,ST001,SKU0013,BEVERAGES,5.566666666666666
2026-02-17,ST001,SKU0013,BEVERAGES,6.633333333333334
2026-02-18,ST001,SKU0013,BEVERAGES,6.366666666666666
2026-02-19,ST001,SKU0013,BEVERAGES,6.366666666666666
2026-02-20,ST001,SKU0013,BEVERAGES,7.612903225806452
2026-02-21,ST001,SKU0013,BEVERAGES,8.233333333333333
2026-02-22,ST001,SKU0013,BEVERAGES,7.466666666666667
2026-02-23,ST001,SKU0013,BEVERAGES,5.566666666666666
2026-02-24,ST001,SKU0013,BEVERAGES,6.633333333333334
2026-02-25,ST001,SKU0013,BEVERAGES,6.366666666666666
2026-02-26,ST001,SKU0013,BEVERAGES,6.366666666666666
2026-02-27,ST001,SKU0013,BEVERAGES,7.612903225806452
2026-01-31,ST001,SKU0014,SNACKS,7.233333333333333
2026-02-01,ST001,SKU0014,SNACKS,10.233333333333333
2026-02-02,ST001,SKU0014,SNACKS,5.166666666666667
2026-02-03,ST001,SKU0014,SNACKS,7.733333333333333
2026-02-04,ST001,SKU0014,SNACKS,8.333333333333334
2026-02-05,ST001,SKU0014,SNACKS,6.866666666666666
2026-02-06,ST001,SKU0014,SNACKS,6.548387096774194
2026-02-07,ST001,SKU0014,SNACKS,7.233333333333333
2026-02-08,ST001,SKU0014,SNACKS,10.233333333333333
2026-02-09,ST001,SKU0014,SNACKS,5.166666666666667
2026-02-10,ST001,SKU0014,SNACKS,7.733333333333333
2026-02-11,ST001,SKU0014,SNACKS,8.333333333333334
2026-02-12,ST001,SKU0014,SNACKS,6.866666666666666
2026-02-13,ST001,SKU0014,SNACKS,6.548387096774194
2026-02-14,ST001,SKU0014,SNACKS,7.233333333333333
2026-02-15,ST001,SKU0014,SNACKS,10.233333333333333
2026-02-16,ST001,SKU0014,SNACKS,5.166666666666667
2026-02-17,ST001,SKU0014,SNACKS,7.733333333333333
2026-02-18,ST001,SKU0014,SNACKS,8.333333333333334
2026-02-19,ST001,SKU0014,SNACKS,6.866666666666666
2026-02-20,ST001,SKU0014,SNACKS,6.548387096774194
2026-02-21,ST001,SKU0014,SNACKS,7.233333333333333
2026-02-22,ST001,SKU0014,SNACKS,10.233333333333333
2026-02-23,ST001,SKU0014,SNACKS,5.166666666666667
2026-02-24,ST001,SKU0014,SNACKS,7.733333333333333
2026-02-25,ST001,SKU0014,SNACKS,8.333333333333334
2026-02-26,ST001,SKU0014,SNACKS,6.866666666666666
2026-02-27,ST001,SKU0014,SNACKS,6.548387096774194
2026-01-31,ST001,SKU0015,BEVERAGES,5.766666666666667
2026-02-01,ST001,SKU0015,BEVERAGES,7.066666666666666
2026-02-02,ST001,SKU0015,BEVERAGES,5.333333333333333
2026-02-03,ST001,SKU0015,BEVERAGES,5.633333333333334
2026-02-04,ST001,SKU0015,BEVERAGES,6.666666666666667
2026-02-05,ST001,SKU0015,BEVERAGES,6.3
2026-02-06,ST001,SKU0015,BEVERAGES,8.064516129032258
2026-02-07,ST001,SKU0015,BEVERAGES,5.766666666666667
2026-02-08,ST001,SKU0015,BEVERAGES,7.066666666666666
2026-02-09,ST001,SKU0015,BEVERAGES,5.333333333333333
2026-02-10,ST001,SKU0015,BEVERAGES,5.633333333333334
2026-02-11,ST001,SKU0015,BEVERAGES,6.666666666666667
2026-02-12,ST001,SKU0015,BEVERAGES,6.3
2026-02-13,ST001,SKU0015,BEVERAGES,8.064516129032258
2026-02-14,ST001,SKU0015,BEVERAGES,5.766666666666667
2026-02-15,ST001,SKU0015,BEVERAGES,7.066666666666666
2026-02-16,ST001,SKU0015,BEVERAGES,5.333333333333333
2026-02-17,ST001,SKU0015,BEVERAGES,5.633333333333334
2026-02-18,ST001,SKU0015,BEVERAGES,6.666666666666667
2026-02-19,ST001,SKU0015,BEVERAGES,6.3
2026-02-20,ST001,SKU0015,BEVERAGES,8.064516129032258
2026-02-21,ST001,SKU0015,BEVERAGES,5.766666666666667
2026-02-22,ST001,SKU0015,BEVERAGES,7.066666666666666
2026-02-23,ST001,SKU0015,BEVERAGES,5.333333333333333
2026-02-24,ST001,SKU0015,BEVERAGES,5.633333333333334
2026-02-25,ST001,SKU0015,BEVERAGES,6.666666666666667
2026-02-26,ST001,SKU0015,BEVERAGES,6.3
2026-02-27,ST001,SKU0015,BEVERAGES,8.064516129032258
2026-01-31,ST001,SKU0016,SNACKS,6.633333333333334
2026-02-01,ST001,SKU0016,SNACKS,9.580645161290322
2026-02-02,ST001,SKU0016,SNACKS,6.933333333333334
2026-02-03,ST001,SKU0016,SNACKS,6.4
2026-02-04,ST001,SKU0016,SNACKS,7.633333333333334
2026-02-05,ST001,SKU0016,SNACKS,8.366666666666667
2026-02-06,ST001,SKU0016,SNACKS,8.258064516129032
2026-02-07,ST001,SKU0016,SNACKS,6.633333333333334
2026-02-08,ST001,SKU0016,SNACKS,9.580645161290322
2026-02-09,ST001,SKU0016,SNACKS,6.933333333333334
2026-02-10,ST001,SKU0016,SNACKS,6.4
2026-02-11,ST001,SKU0016,SNACKS,7.633333333333334
2026-02-12,ST001,SKU0016,SNACKS,8.366666666666667
2026-02-13,ST001,SKU0016,SNACKS,8.258064516129032
2026-02-14,ST001,SKU0016,SNACKS,6.633333333333334
2026-02-15,ST001,SKU0016,SNACKS,9.580645161290322
2026-02-16,ST001,SKU0016,SNACKS,6.933333333333334
2026-02-17,ST001,SKU0016,SNACKS,6.4
2026-02-18,ST001,SKU0016,SNACKS,7.633333333333334
2026-02-19,ST001,SKU0016,SNACKS,8.366666666666667
2026-02-20,ST001,SKU0016,SNACKS,8.258064516129032
2026-02-21,ST001,SKU0016,SNACKS,6.633333333333334
2026-02-22,ST001,SKU0016,SNACKS,9.580645161290322
2026-02-23,ST001,SKU0016,SNACKS,6.933333333333334
2026-02-24,ST001,SKU0016,SNACKS,6.4
2026-02-25,ST001,SKU0016,SNACKS,7.633333333333334
2026-02-26,ST001,SKU0016,SNACKS,8.366666666666667
2026-02-27,ST001,SKU0016,SNACKS,8.258064516129032
2026-01-31,ST001,SKU0017,BEVERAGES,7.033333333333333
2026-02-01,ST001,SKU0017,BEVERAGES,6.2
2026-02-02,ST001,SKU0017,BEVERAGES,5.566666666666666
2026-02-03,ST001,SKU0017,BEVERAGES,5.7
2026-02-04,ST001,SKU0017,BEVERAGES,8.866666666666667
2026-02-05,ST001,SKU0017,BEVERAGES,6.967741935483871
